,S.N.,Symbol,Buyer,Seller,Quantity,Rate,Amount
15833,32,LEC,48,50,20,398.0,7960.0
15834,32,LEC,48,19,20,398.0,7960.0
15835,32,LEC,48,57,65,398.0,25870.0
15836,32,SIL,49,34,10,1197.0,11970.0
15837,32,JBBL,21,40,100,490.0,49000.0
15838,32,NHPC,39,42,200,295.0,59000.0
15839,32,ICFC,39,58,50,640.0,32000.0
15840,32,NIFRA,46,57,50,530.0,26500.0
15841,32,HDHPC,42,42,200,301.0,60200.0
15842,32,HIDCL,58,42,20,419.0,8380.0
15843,32,HIDCL,28,42,280,419.0,117320.0
15844,32,MLBSL,17,6,10,5000.0,50000.0
15845,32,UNHPL,57,33,200,373.0,74600.0
15846,32,UNHPL,51,4,358,371.0,132818.0
15847,32,UNHPL,45,4,20,371.0,7420.0
15848,32,UNHPL,42,4,150,371.0,55650.0
15849,32,UNHPL,46,4,30,372.0,11160.0
15850,32,UNHPL,8,4,442,372.0,164424.0
15851,32,HIDCL,28,55,310,419.0,129890.0
15852,32,RHPL,58,5,100,513.0,51300.0
15853,32,NMB,58,34,50,460.0,23000.0
15854,32,KBL,3,49,422,394.0,166268.0
15855,32,SLICL,56,6,100,1001.0,100100.0
15856,32,UMHL,35,37,500,398.0,199000.0
15857,32,RADHI,18,34,61,1068.0,65148.0
15858,32,OHL,38,40,50,600.0,30000.0
15859,32,HPPL,35,22,30,486.0,14580.0
15860,32,HPPL,5,22,40,486.0,19440.0
15861,32,MBL,58,34,725,410.0,297250.0
15862,32,NHPC,6,25,200,292.0,58400.0
15863,32,NHPC,58,25,300,292.0,87600.0
15864,32,TRH,29,53,50,402.0,20100.0
15865,32,TRH,29,34,10,402.0,4020.0
15866,32,TRH,29,26,30,402.0,12060.0
15867,32,SJCL,43,54,20,468.0,9360.0
15868,32,SBL,38,16,348,516.0,179568.0
15869,32,SBL,38,45,100,515.0,51500.0
15870,32,SBL,38,49,52,515.0,26780.0
15871,32,SSHL,18,46,250,351.0,87750.0
15872,32,UPPER,21,52,50,752.0,37600.0
15873,32,HPPL,5,52,400,486.0,194400.0
15874,32,NGPL,7,22,12,507.0,6084.0
15875,32,CHCL,10,33,600,716.0,429600.0
15876,32,ADBL,58,44,82,488.0,40016.0
15877,32,GLICL,16,38,125,822.0,102750.0
15878,32,GLICL,16,36,61,822.0,50142.0
15879,32,AKPL,33,42,100,490.0,49000.0
15880,32,AKPL,33,13,50,490.0,24500.0
15881,32,AKPL,33,58,710,490.0,347900.0
15882,32,AKPL,33,19,500,490.0,245000.0
15883,32,AKPL,33,56,567,490.0,277830.0
15884,32,AKPL,33,56,441,490.0,216090.0
15885,32,AKPL,33,26,111,489.0,54279.0
15886,32,AKPL,33,21,13,489.0,6357.0
15887,32,NBL,19,58,42,459.0,19278.0
15888,32,NBL,21,58,500,459.0,229500.0
15889,32,NBL,42,58,25,459.0,11475.0
15890,32,NBL,41,58,500,459.0,229500.0
15891,32,NBL,39,58,10,459.0,4590.0
15892,32,NBL,42,58,10,459.0,4590.0
15893,32,EIC,44,49,100,835.0,83500.0
15894,32,PRVU,13,17,378,473.0,178794.0
15895,32,BFC,39,26,37,430.0,15910.0
15896,32,BFC,39,45,13,430.0,5590.0
15897,32,MHNL,39,17,200,360.0,72000.0
15898,32,SHL,3,35,100,275.0,27500.0
15899,32,SBL,52,49,100,515.0,51500.0
15900,32,LGIL,45,1,50,868.0,43400.0
15901,32,HIDCL,28,11,37,419.0,15503.0
15902,32,GLH,3,50,10,402.0,4020.0
15903,32,NHPC,36,57,149,292.0,43508.0
15904,32,NHPC,47,57,500,292.0,146000.0
15905,32,NHPC,57,57,100,292.0,29200.0
15906,32,NHPC,1,57,1000,292.0,292000.0
15907,32,NHPC,6,57,250,292.0,73000.0
15908,32,NHPC,34,57,500,292.0,146000.0
15909,32,NHPC,17,57,10,292.0,2920.0
15910,32,NHPC,4,57,500,292.0,146000.0
15911,32,NHPC,34,57,200,292.0,58400.0
15912,32,NHPC,51,57,10,292.0,2920.0
15913,32,NHPC,54,57,200,292.0,58400.0
15914,32,NHPC,5,57,2000,292.0,584000.0
15915,32,NHPC,58,57,10,292.0,2920.0
15916,32,NHPC,14,57,30,292.0,8760.0
15917,32,NHPC,38,57,50,292.0,14600.0
15918,32,NRN,57,57,10,699.0,6990.0
15919,32,NHPC,21,57,10,292.0,2920.0
15920,32,NHPC,44,57,100,292.0,29200.0
15921,32,NHPC,43,57,30,292.0,8760.0
15922,32,NHPC,21,57,31,292.0,9052.0
15923,32,NHPC,41,57,200,293.0,58600.0
15924,32,NHPC,1,57,26,293.0,7618.0
15925,32,NHPC,36,57,94,294.0,27636.0
15926,32,NICLBSL,58,51,10,1606.0,16060.0
15927,32,CCBL,34,28,1000,295.0,295000.0
15928,32,CCBL,29,28,100,295.0,29500.0
15929,32,CCBL,45,28,85,295.0,25075.0
15930,32,UMHL,58,37,50,398.0,19900.0
15931,32,UPPER,21,19,10,752.0,7520.0
15932,32,UPPER,21,8,200,752.0,150400.0
15933,32,AHPC,16,56,655,514.0,336670.0
15934,32,AHPC,43,56,345,514.0,177330.0
15935,32,NHPC,41,1,100,292.0,29200.0
15936,32,NLIC,59,18,194,2071.0,401774.0
15937,32,PMHPL,10,43,50,321.0,16050.0
15938,32,SRBL,43,7,48,390.0,18720.0
15939,32,HIDCL,28,10,119,419.0,49861.0
15940,32,SHEL,50,55,10,432.0,4320.0
15941,32,JFL,43,44,100,459.0,45900.0
15942,32,SHEL,41,57,10,430.0,4300.0
15943,32,MPFL,41,26,90,415.0,37350.0
15944,32,MPFL,58,26,60,415.0,24900.0
15945,32,MPFL,36,26,25,415.0,10375.0
15946,32,MEGA,45,59,100,388.0,38800.0
15947,32,JBBL,58,40,200,490.0,98000.0
15948,32,HIDCL,28,46,50,419.0,20950.0
15949,32,AKPL,33,5,200,488.0,97600.0
15950,32,HDHPC,42,6,434,301.0,130634.0
15951,32,UNHPL,42,16,165,373.0,61545.0
15952,32,PPCL,41,11,30,398.0,11940.0
15953,32,SJCL,43,41,40,468.0,18720.0
15954,32,SJCL,43,34,20,467.0,9340.0
15955,32,UMRH,25,10,10,499.0,4990.0
15956,32,UPPER,48,50,50,751.0,37550.0
15957,32,MFIL,57,55,500,1090.0,545000.0
15958,32,RHPC,47,33,44,599.0,26356.0
15959,32,UPPER,32,38,10,750.0,7500.0
15960,32,UPPER,45,38,20,750.0,15000.0
15961,32,UPPER,19,38,20,750.0,15000.0
15962,32,HIDCL,17,32,70,420.0,29400.0
15963,32,HIDCL,17,32,50,420.0,21000.0
15964,32,RRHP,11,8,100,423.0,42300.0
15965,32,NGPL,44,13,50,508.0,25400.0
15966,32,NGPL,44,52,350,508.0,177800.0
15967,32,JBBL,51,45,20,488.0,9760.0
15968,32,JBBL,26,45,49,488.0,23912.0
15969,32,HDHPC,20,6,100,301.0,30100.0
15970,32,HIDCL,28,53,104,419.0,43576.0
15971,32,UNHPL,8,21,98,372.0,36456.0
15972,32,NGPL,7,13,50,507.0,25350.0
15973,32,JOSHI,52,46,20,312.0,6240.0
15974,32,UMRH,25,1,10,499.0,4990.0
15975,32,NIFRA,34,57,100,530.0,53000.0
15976,32,NIFRA,54,57,10,530.0,5300.0
15977,32,NIFRA,13,57,100,530.0,53000.0
15978,32,HDL,3,34,15,5550.0,83250.0
15979,32,RHPL,34,38,50,512.0,25600.0
15980,32,KBL,3,49,10,394.0,3940.0
15981,32,BFC,38,29,50,426.0,21300.0
15982,32,SHIVM,1,40,100,1563.0,156300.0
15983,32,LEC,32,42,10,397.0,3970.0
15984,32,SJCL,22,42,75,466.0,34950.0
15985,32,SJCL,57,42,25,467.0,11675.0
15986,32,SJCL,57,42,100,467.0,46700.0
15987,32,PRVU,13,50,1096,473.0,518408.0
15988,32,RHPL,34,57,10,512.0,5120.0
15989,32,RHPC,34,37,509,600.0,305400.0
15990,32,RHPC,34,41,18,600.0,10800.0
15991,32,RHPC,34,52,200,599.0,119800.0
15992,32,RHPC,34,45,273,599.0,163527.0
15993,32,JLI,33,47,40,816.0,32640.0
15994,32,HDL,3,33,20,5550.0,111000.0
15995,32,HDL,48,33,100,5550.0,555000.0
15996,32,HDL,14,33,10,5550.0,55500.0
15997,32,HDL,36,33,20,5550.0,111000.0
15998,32,SHL,3,58,100,275.0,27500.0
15999,32,HDHPC,49,6,1000,301.0,301000.0
16000,33,NMB,42,37,88,458.0,40304.0
16001,33,NMB,38,37,105,458.0,48090.0
16002,33,NMB,37,37,307,458.0,140606.0
16003,33,SHPC,39,57,700,539.0,377300.0
16004,33,GHL,39,17,30,333.0,9990.0
16005,33,ICFC,35,58,100,640.0,64000.0
16006,33,UPPER,50,8,100,751.0,75100.0
16007,33,FOWAD,1,59,20,2845.0,56900.0
16008,33,SHL,42,20,800,275.0,220000.0
16009,33,SHL,32,20,150,275.0,41250.0
16010,33,BARUN,20,28,500,586.0,293000.0
16011,33,MEGA,45,58,180,388.0,69840.0
16012,33,MEGA,59,58,820,388.0,318160.0
16013,33,NIFRA,13,33,10,530.0,5300.0
16014,33,AKPL,33,4,200,488.0,97600.0
16015,33,AKPL,33,52,600,488.0,292800.0
16016,33,BOKL,45,38,80,394.0,31520.0
16017,33,BOKL,49,38,100,395.0,39500.0
16018,33,BOKL,16,38,20,395.0,7900.0
16019,33,NRIC,39,49,120,1881.0,225720.0
16020,33,NRIC,25,49,100,1881.0,188100.0
16021,33,NRIC,47,49,50,1881.0,94050.0
16022,33,NRIC,14,49,30,1883.0,56490.0
16023,33,CHDC,17,39,10,733.0,7330.0
16024,33,LBL,3,17,125,424.0,53000.0
16025,33,LBL,40,17,40,425.0,17000.0
16026,33,LBL,49,17,35,425.0,14875.0
16027,33,NMB,17,34,500,460.0,230000.0
16028,33,RRHP,35,43,260,422.0,109720.0
16029,33,API,50,38,100,428.0,42800.0
16030,33,ADBL,57,14,40,489.0,19560.0
16031,33,RADHI,38,34,39,1068.0,41652.0
16032,33,EDBL,58,51,50,815.0,40750.0
16033,33,API,47,38,200,428.0,85600.0
16034,33,BARUN,20,16,11,586.0,6446.0
16035,33,BARUN,20,21,200,586.0,117200.0
16036,33,CHDC,17,49,10,733.0,7330.0
16037,33,MHNL,46,49,10,358.0,3580.0
16038,33,MHNL,28,49,20,359.0,7180.0
16039,33,GBIME,52,40,12,461.0,5532.0
16040,33,DHPL,46,42,100,293.0,29300.0
16041,33,UPCL,43,18,935,322.0,301070.0
16042,33,UPCL,43,56,65,322.0,20930.0
16043,33,ICFC,44,58,1000,640.0,640000.0
16044,33,SHIVM,45,51,30,1565.0,46950.0
16045,33,NHPC,21,51,19,292.0,5548.0
16046,33,NHPC,17,51,131,292.0,38252.0
16047,33,SHIVM,1,51,70,1563.0,109410.0
16048,33,NIFRA,13,56,10,530.0,5300.0
16049,33,NHPC,17,41,21,292.0,6132.0
16050,33,NHPC,38,41,79,293.0,23147.0
16051,33,NHPC,38,58,21,293.0,6153.0
16052,33,NHPC,17,58,20,293.0,5860.0
16053,33,CHDC,17,47,10,733.0,7330.0
16054,33,GMFIL,47,42,100,520.0,52000.0
16055,33,UNHPL,8,47,100,372.0,37200.0
16056,33,RHPL,34,53,80,512.0,40960.0
16057,33,RLI,10,21,10,711.0,7110.0
16058,33,GLH,3,42,100,402.0,40200.0
16059,33,HDHPC,41,50,10,300.0,3000.0
16060,33,RHPL,34,17,70,512.0,35840.0
16061,33,UPPER,34,8,95,751.0,71345.0
16062,33,UPPER,34,22,105,751.0,78855.0
16063,33,SHL,45,6,100,276.0,27600.0
16064,33,NBL,45,55,100,460.0,46000.0
16065,33,NIFRA,13,51,20,530.0,10600.0
16066,33,ICFC,34,8,58,633.0,36714.0
16067,33,ICFC,16,8,20,633.0,12660.0
16068,33,ICFC,35,8,100,633.0,63300.0
16069,33,ICFC,34,8,100,635.0,63500.0
16070,33,ICFC,41,8,50,635.0,31750.0
16071,33,ICFC,14,8,10,635.0,6350.0
16072,33,ICFC,25,8,62,635.0,39370.0
16073,33,ICFC,38,8,100,636.0,63600.0
16074,33,NABIL,19,25,10,1321.0,13210.0
16075,33,NABIL,19,42,40,1321.0,52840.0
16076,33,KSBBL,21,55,10,586.0,5860.0
16077,33,KSBBL,48,55,20,586.0,11720.0
16078,33,KSBBL,49,55,100,586.0,58600.0
16079,33,NHPC,58,58,59,293.0,17287.0
16080,33,LBBL,44,38,30,646.0,19380.0
16081,33,NHPC,58,38,100,293.0,29300.0
16082,33,CHDC,17,49,10,733.0,7330.0
16083,33,NHPC,58,18,100,293.0,29300.0
16084,33,LBL,49,57,25,425.0,10625.0
16085,33,GHL,28,17,100,333.0,33300.0
16086,33,SPDL,58,58,50,438.0,21900.0
16087,33,SPDL,58,36,500,438.0,219000.0
16088,33,SPDL,58,43,305,438.0,133590.0
16089,33,SPDL,58,6,545,438.0,238710.0
16090,33,OHL,41,39,100,606.0,60600.0
16091,33,AHPC,43,37,655,514.0,336670.0
16092,33,AHPC,57,37,10,514.0,5140.0
16093,33,SLICL,14,18,50,1000.0,50000.0
16094,33,AKJCL,42,16,20,305.0,6100.0
16095,33,AKJCL,42,58,10,305.0,3050.0
16096,33,AKJCL,42,34,20,305.0,6100.0
16097,33,AKJCL,42,57,20,305.0,6100.0
16098,33,AKJCL,42,13,20,305.0,6100.0
16099,33,PROFL,42,22,30,402.0,12060.0
16100,33,CHDC,17,22,10,733.0,7330.0
16101,33,CORBL,34,25,100,676.0,67600.0
16102,33,JLI,33,34,10,816.0,8160.0
16103,33,HDHPC,41,7,100,300.0,30000.0
16104,33,PFL,39,6,333,700.0,233100.0
16105,33,PFL,52,6,67,700.0,46900.0
16106,33,NABIL,29,4,50,1320.0,66000.0
16107,33,RHPL,34,4,70,512.0,35840.0
16108,33,CIT,36,41,3,4151.0,12453.0
16109,33,CIT,28,41,20,4151.0,83020.0
16110,33,UNHPL,8,58,60,372.0,22320.0
16111,33,UNHPL,44,58,20,372.0,7440.0
16112,33,NRIC,56,38,25,1885.0,47125.0
16113,33,NRIC,56,25,40,1885.0,75400.0
16114,33,NRIC,56,46,35,1885.0,65975.0
16115,33,HDL,46,39,15,5550.0,83250.0
16116,33,CHL,40,40,1,460.0,460.0
16117,33,SPDL,58,43,1975,436.0,861100.0
16118,33,SPDL,58,43,25,437.0,10925.0
16119,33,MEN,17,43,10,942.0,9420.0
16120,33,CHL,54,52,11,463.0,5093.0
16121,33,UMHL,36,10,45,397.0,17865.0
16122,33,NHPC,58,46,31,293.0,9083.0
16123,33,NHPC,51,46,369,294.0,108486.0
16124,33,NHPC,58,42,1000,295.0,295000.0
16125,33,SJCL,13,38,15,467.0,7005.0
16126,33,SADBL,49,51,29,431.0,12499.0
16127,33,SADBL,49,45,16,431.0,6896.0
16128,33,MLBSL,26,29,30,5001.0,150030.0
16129,33,MLBSL,14,29,10,5001.0,50010.0
16130,33,MLBSL,29,29,10,5005.0,50050.0
16131,33,AHPC,5,7,100,515.0,51500.0
16132,33,NHPC,51,11,100,294.0,29400.0
16133,33,NIFRA,13,57,300,530.0,159000.0
16134,33,NIFRA,13,57,60,530.0,31800.0
16135,33,MNBBL,57,45,200,688.0,137600.0
16136,33,CHL,54,38,107,463.0,49541.0
16137,33,NHPC,51,49,531,294.0,156114.0
16138,33,UNHPL,44,42,100,372.0,37200.0
16139,33,UNHPL,42,16,15,373.0,5595.0
16140,33,NIFRA,42,29,100,530.0,53000.0
16141,33,NIFRA,57,29,100,530.0,53000.0
16142,33,NIFRA,3,29,10,530.0,5300.0
16143,33,NIFRA,16,29,100,530.0,53000.0
16144,33,NIFRA,28,29,500,530.0,265000.0
16145,33,NIFRA,14,29,50,530.0,26500.0
16146,33,NIFRA,41,29,35,530.0,18550.0
16147,33,NIFRA,16,29,100,530.0,53000.0
16148,33,NIFRA,57,29,100,530.0,53000.0
16149,33,NIFRA,48,29,300,530.0,159000.0
16150,33,RHPL,34,50,360,512.0,184320.0
16151,33,RHPL,34,57,80,512.0,40960.0
16152,33,HPPL,5,57,10,486.0,4860.0
16153,33,NRN,57,57,10,699.0,6990.0
16154,33,KKHC,58,21,16,314.0,5024.0
16155,33,NMB,58,34,20,460.0,9200.0
16156,33,SGI,52,6,10,792.0,7920.0
16157,33,GLICL,33,33,100,821.0,82100.0
16158,33,HGI,35,33,650,872.0,566800.0
16159,33,HGI,22,33,50,873.0,43650.0
16160,33,CHL,54,19,297,463.0,137511.0
16161,33,UMHL,19,37,16,398.0,6368.0
16162,33,UMHL,21,37,463,398.0,184274.0
16163,33,CBL,40,29,33,299.0,9867.0
16164,33,NIFRA,48,46,50,530.0,26500.0
16165,33,MEGA,45,14,263,389.0,102307.0
16166,33,MEGA,45,58,47,389.0,18283.0
16167,33,MEGA,45,47,250,389.0,97250.0
16168,33,MEGA,45,58,155,389.0,60295.0
16169,33,MEGA,45,19,85,389.0,33065.0
16170,33,CBL,45,50,100,300.0,30000.0
16171,33,AIL,32,19,35,888.0,31080.0
16172,33,HDL,46,28,30,5550.0,166500.0
16173,33,ADBL,28,14,50,489.0,24450.0
16174,33,JLI,33,58,10,816.0,8160.0
16175,33,NIFRA,48,49,20,530.0,10600.0
16176,33,RHPL,34,6,80,511.0,40880.0
16177,33,RHPL,34,17,40,511.0,20440.0
16178,33,BPCL,49,34,100,531.0,53100.0
16179,33,AKPL,58,57,10,487.0,4870.0
16180,33,PROFL,45,57,50,401.0,20050.0
16181,33,PROFL,3,57,450,401.0,180450.0
16182,33,MEN,17,17,10,942.0,9420.0
16183,33,HIDCL,28,45,100,419.0,41900.0
16184,33,API,3,35,42,426.0,17892.0
16185,33,API,6,35,13,426.0,5538.0
16186,33,API,49,35,95,427.0,40565.0
16187,33,UPCL,51,56,555,322.0,178710.0
16188,33,GUFL,3,4,10,1316.0,13160.0
16189,33,GUFL,38,4,90,1317.0,118530.0
16190,33,NIFRA,48,21,40,530.0,21200.0
16191,33,JOSHI,52,58,20,312.0,6240.0
16192,33,GUFL,38,40,10,1317.0,13170.0
16193,33,KPCL,5,53,10,480.0,4800.0
16194,33,NHPC,58,26,10,293.0,2930.0
16195,33,NHPC,37,26,190,293.0,55670.0
16196,33,RADHI,38,14,11,1068.0,11748.0
16197,33,AKPL,21,52,200,488.0,97600.0
16198,33,SJCL,13,58,40,467.0,18680.0
16199,33,SJCL,13,6,40,467.0,18680.0
16200,33,SJCL,13,34,500,467.0,233500.0
16201,33,PICL,14,34,100,941.0,94100.0
16202,33,PICL,45,34,10,941.0,9410.0
16203,33,PICL,45,34,10,941.0,9410.0
16204,33,AKPL,46,52,200,488.0,97600.0
16205,33,KBL,3,20,1818,394.0,716292.0
16206,33,KBL,58,20,180,394.0,70920.0
16207,33,UPCL,58,56,10,322.0,3220.0
16208,33,SHPC,58,57,1000,539.0,539000.0
16209,33,PPCL,14,6,110,399.0,43890.0
16210,33,NHPC,37,19,10,293.0,2930.0
16211,33,NHPC,39,19,290,294.0,85260.0
16212,33,IGI,44,42,20,1314.0,26280.0
16213,33,SJCL,13,57,20,467.0,9340.0
16214,33,HDL,14,50,95,5560.0,528200.0
16215,33,NMB,14,34,49,460.0,22540.0
16216,33,NHPC,39,13,200,294.0,58800.0
16217,33,UMHL,39,22,300,399.0,119700.0
16218,33,JLI,26,25,10,815.0,8150.0
16219,33,SPDL,58,57,1975,437.0,863075.0
16220,33,SPDL,58,57,25,437.0,10925.0
16221,33,CFCL,21,10,137,451.0,61787.0
16222,33,UPPER,52,22,50,751.0,37550.0
16223,33,NHPC,39,58,10,294.0,2940.0
16224,33,HURJA,19,49,20,375.0,7500.0
16225,33,PRIN,44,6,100,1065.0,106500.0
16226,33,PRIN,16,6,100,1065.0,106500.0
16227,33,PRIN,11,6,70,1065.0,74550.0
16228,33,PRIN,38,6,10,1065.0,10650.0
16229,33,NRN,22,52,10,700.0,7000.0
16230,33,NRN,22,43,10,700.0,7000.0
16231,33,NRN,22,33,350,700.0,245000.0
16232,33,NRN,22,58,10,700.0,7000.0
16233,33,NRN,22,29,10,700.0,7000.0
16234,33,KSBBL,42,1,18,587.0,10566.0
16235,33,HDHPC,41,50,68,300.0,20400.0
16236,33,HDHPC,40,50,32,300.0,9600.0
16237,33,GBBL,45,59,100,552.0,55200.0
16238,33,CHDC,17,52,10,733.0,7330.0
16239,33,GBIME,52,43,50,461.0,23050.0
16240,33,GBIME,52,14,60,461.0,27660.0
16241,33,PRVU,6,17,50,474.0,23700.0
16242,33,PRVU,28,17,379,474.0,179646.0
16243,33,SCB,11,4,10,611.0,6110.0
16244,33,MHNL,28,17,90,360.0,32400.0
16245,33,NBL,29,55,200,460.0,92000.0
16246,33,NBL,59,55,100,460.0,46000.0
16247,33,NBL,45,55,200,460.0,92000.0
16248,33,NBL,37,55,63,460.0,28980.0
16249,33,HGI,22,33,50,873.0,43650.0
16250,33,HGI,35,33,500,873.0,436500.0
16251,33,HGI,45,33,50,874.0,43700.0
16252,33,MDB,22,59,100,630.0,63000.0
16253,33,MLBL,22,18,200,459.0,91800.0
16254,33,PLIC,20,42,130,1047.0,136110.0
16255,33,SADBL,38,3,530,430.0,227900.0
16256,33,PRVU,34,22,50,475.0,23750.0
16257,33,NHPC,17,14,10,292.0,2920.0
16258,33,NHPC,34,14,150,293.0,43950.0
16259,33,NHPC,32,14,40,293.0,11720.0
16260,33,HIDCL,6,26,50,419.0,20950.0
16261,33,UPPER,19,35,30,750.0,22500.0
16262,33,UPPER,45,35,20,750.0,15000.0
16263,33,UPCL,14,58,229,321.0,73509.0
16264,33,UPCL,41,58,21,321.0,6741.0
16265,33,SFCL,34,56,100,403.0,40300.0
16266,33,ADBL,18,14,10,489.0,4890.0
16267,33,HDHPC,40,22,10,300.0,3000.0
16268,33,SIFC,54,50,100,503.0,50300.0
16269,33,RHPC,5,45,227,599.0,135973.0
16270,33,SHPC,35,57,20,539.0,10780.0
16271,33,KKHC,32,3,100,313.0,31300.0
16272,33,RHPC,5,13,33,599.0,19767.0
16273,33,GBLBS,45,58,25,1236.0,30900.0
16274,33,NHPC,32,38,10,293.0,2930.0
16275,33,NHPC,59,38,90,293.0,26370.0
16276,33,NHPC,21,38,50,294.0,14700.0
16277,33,UPPER,38,22,45,751.0,33795.0
16278,33,UPPER,38,42,280,751.0,210280.0
16279,33,UPPER,38,6,675,751.0,506925.0
16280,33,NLIC,59,38,80,2071.0,165680.0
16281,33,PFL,43,38,23,705.0,16215.0
16282,33,GFCL,53,34,30,707.0,21210.0
16283,33,RHPL,1,38,30,510.0,15300.0
16284,33,UPCL,34,56,200,322.0,64400.0
16285,33,RLI,10,44,240,711.0,170640.0
16286,33,RLI,16,44,270,713.0,192510.0
16287,33,PRVU,28,34,135,474.0,63990.0
16288,33,KKHC,34,13,200,314.0,62800.0
16289,33,UPCL,34,56,1000,322.0,322000.0
16290,33,CZBIL,50,34,50,400.0,20000.0
16291,33,GLH,3,34,10,402.0,4020.0
16292,33,SHPC,56,57,78,539.0,42042.0
16293,33,AHPC,34,7,200,515.0,103000.0
16294,33,KBL,58,34,20,394.0,7880.0
16295,33,ICFC,14,58,50,640.0,32000.0
16296,33,NFS,57,34,21,450.0,9450.0
16297,33,SRBL,34,34,29,388.0,11252.0
16298,33,SRBL,10,34,103,389.0,40067.0
16299,33,ALICL,34,35,97,1426.0,138322.0
16300,33,ALICL,34,29,101,1426.0,144026.0
16301,33,SICL,36,34,80,2181.0,174480.0
16302,33,CHDC,17,34,10,733.0,7330.0
16303,33,GLICL,33,34,80,821.0,65680.0
16304,33,GLICL,45,34,50,821.0,41050.0
16305,33,GLICL,42,34,20,821.0,16420.0
16306,33,SJCL,13,34,20,467.0,9340.0
16307,33,NABIL,29,34,32,1320.0,42240.0
16308,33,NABIL,42,34,10,1320.0,13200.0
16309,33,NABIL,55,34,217,1320.0,286440.0
16310,33,NABIL,55,34,90,1320.0,118800.0
16311,33,UPPER,45,45,30,750.0,22500.0
16312,33,UPPER,3,45,10,750.0,7500.0
16313,33,DHPL,46,6,25,293.0,7325.0
16314,33,MNBBL,57,26,41,690.0,28290.0
16315,33,GUFL,3,57,261,1316.0,343476.0
16316,33,LBL,49,29,140,425.0,59500.0
16317,33,LBL,21,29,182,425.0,77350.0
16318,33,LBL,58,29,100,426.0,42600.0
16319,33,MEN,26,17,10,944.0,9440.0
16320,33,CHDC,17,46,10,733.0,7330.0
16321,33,NRN,57,17,10,699.0,6990.0
16322,33,HDHPC,40,17,150,300.0,45000.0
16323,33,NIFRA,48,58,20,530.0,10600.0
16324,33,GBIME,41,14,10,461.0,4610.0
16325,33,API,6,5,87,426.0,37062.0
16326,33,API,4,5,13,426.0,5538.0
16327,33,NHPC,59,53,500,293.0,146500.0
16328,33,UNHPL,44,58,10,372.0,3720.0
16329,33,JLI,26,57,10,815.0,8150.0
16330,33,NIFRA,48,52,120,530.0,63600.0
16331,33,PLI,55,16,200,814.0,162800.0
16332,33,NHPC,59,17,10,293.0,2930.0
16333,33,NICL,58,38,100,1159.0,115900.0
16334,33,NIL,58,49,50,1676.0,83800.0
16335,33,NMB50,56,47,6600,15.25,100650.0
16336,33,NMB50,56,22,200,15.2,3040.0
16337,33,UMHL,21,56,37,398.0,14726.0
16338,33,UMHL,57,56,50,398.0,19900.0
16339,33,UMHL,48,56,386,398.0,153628.0
16340,33,UMHL,14,56,500,399.0,199500.0
16341,33,UMHL,35,56,127,399.0,50673.0
16342,33,API,4,56,22,426.0,9372.0
16343,33,API,4,56,200,426.0,85200.0
16344,33,MHNL,44,17,100,360.0,36000.0
16345,33,HPPL,5,57,50,486.0,24300.0
16346,33,NLIC,59,57,26,2071.0,53846.0
16347,33,NLIC,14,57,75,2071.0,155325.0
16348,33,SLICL,14,45,150,1000.0,150000.0
16349,33,GLH,3,58,10,402.0,4020.0
16350,33,SAPDBL,49,26,15,380.0,5700.0
16351,33,GFCL,53,49,160,707.0,113120.0
16352,33,GFCL,53,49,140,708.0,99120.0
16353,33,GBIME,42,14,30,461.0,13830.0
16354,33,GBIME,42,34,95,461.0,43795.0
16355,33,GBIME,42,50,375,461.0,172875.0
16356,33,NIFRA,57,57,95,531.0,50445.0
16357,33,NIFRA,57,59,500,531.0,265500.0
16358,33,NIFRA,57,45,605,531.0,321255.0
16359,33,GRDBL,38,7,50,369.0,18450.0
16360,33,GRDBL,57,7,90,370.0,33300.0
16361,33,GRDBL,17,7,50,370.0,18500.0
16362,33,GRDBL,34,7,500,370.0,185000.0
16363,33,GRDBL,59,7,100,370.0,37000.0
16364,33,GRDBL,21,7,10,370.0,3700.0
16365,33,GRDBL,58,7,50,371.0,18550.0
16366,33,GRDBL,29,7,150,371.0,55650.0
16367,33,NHPC,39,21,100,293.0,29300.0
16368,33,UPCL,4,56,40,322.0,12880.0
16369,33,CHL,1,25,120,462.0,55440.0
16370,33,API,4,58,46,426.0,19596.0
16371,33,NLIC,14,49,10,2071.0,20710.0
16372,33,CHDC,17,36,10,733.0,7330.0
16373,33,SBI,42,11,22,434.0,9548.0
16374,33,SBI,42,56,38,434.0,16492.0
16375,33,FOWAD,1,42,38,2793.0,106134.0
16376,33,FOWAD,21,42,10,2793.0,27930.0
16377,33,NIFRA,48,57,50,530.0,26500.0
16378,33,HPPL,29,45,42,487.0,20454.0
16379,33,UPPER,3,7,40,750.0,30000.0
16380,33,SLBSL,58,39,20,1438.0,28760.0
16381,33,JBBL,58,42,50,489.0,24450.0
16382,33,CHDC,17,35,10,733.0,7330.0
16383,33,SJCL,49,13,34,469.0,15946.0
16384,33,SJCL,49,58,20,469.0,9380.0
16385,33,SJCL,49,39,20,468.0,9360.0
16386,33,SJCL,49,34,20,468.0,9360.0
16387,33,SJCL,49,35,406,468.0,190008.0
16388,33,BPCL,49,33,154,531.0,81774.0
16389,33,NHPC,17,45,38,292.0,11096.0
